18/05/2012,10:03:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-18,10:03:51 3195043 Seconds."
18/05/2012,09:03:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-18,09:03:51 3191452 Seconds."
18/05/2012,08:44:13,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
18/05/2012,08:41:43,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
18/05/2012,08:41:32,Active Server Pages,Error,None,5,N/A,AVC-SR-001,Error: The Template Persistent Cache initialization failed for Application Pool 'DefaultAppPool' because of the following error: Could not create a Disk Cache Sub-directory for the Application Pool. The data may have additional error codes..
18/05/2012,08:39:34,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
18/05/2012,08:39:08,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
18/05/2012,08:39:02,Active Server Pages,Error,None,5,N/A,AVC-SR-001,Error: The Template Persistent Cache initialization failed for Application Pool 'DefaultAppPool' because of the following error: Could not create a Disk Cache Sub-directory for the Application Pool. The data may have additional error codes..
18/05/2012,08:39:00,Active Server Pages,Error,None,5,N/A,AVC-SR-001,Error: The Template Persistent Cache initialization failed for Application Pool 'DefaultAppPool' because of the following error: Could not create a Disk Cache Sub-directory for the Application Pool. The data may have additional error codes..
18/05/2012,08:32:42,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
18/05/2012,08:27:58,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
18/05/2012,08:27:35,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
18/05/2012,08:23:39,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
18/05/2012,08:20:13,Active Server Pages,Error,None,5,N/A,AVC-SR-001,Error:   Script Engine Exception. A ScriptEngine threw exception 'C0000005' in 'IScriptDispatchEx::Release()' from 'CScriptingNamespace::UnInit()'..
18/05/2012,08:19:41,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
18/05/2012,08:15:23,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
18/05/2012,08:07:30,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
18/05/2012,08:03:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-18,08:03:50 3187861 Seconds."
18/05/2012,07:03:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-18,07:03:50 3184270 Seconds."
18/05/2012,06:03:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-18,06:03:50 3180679 Seconds."
18/05/2012,05:03:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-18,05:03:50 3177088 Seconds."
18/05/2012,04:35:59,SceCli,Information,None,1704,N/A,AVC-SR-001,Security policy in the Group policy objects has been applied successfully.
18/05/2012,04:03:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-18,04:03:50 3173498 Seconds."
18/05/2012,03:03:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-18,03:03:51 3169907 Seconds."
18/05/2012,02:03:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-18,02:03:50 3166316 Seconds."
18/05/2012,01:03:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-18,01:03:50 3162725 Seconds."
18/05/2012,00:08:03,ESENT,Information,ShadowCopy ,2003,N/A,AVC-SR-001,certsrv.exe (1912) Shadow copy 30 freeze stopped.
18/05/2012,00:08:03,ESENT,Information,ShadowCopy ,2003,N/A,AVC-SR-001,lsass (452) Shadow copy 30 freeze stopped.
18/05/2012,00:08:03,ESENT,Information,ShadowCopy ,2001,N/A,AVC-SR-001,certsrv.exe (1912) Shadow copy 30 freeze started.
18/05/2012,00:08:03,ESENT,Information,ShadowCopy ,2001,N/A,AVC-SR-001,lsass (452) Shadow copy 30 freeze started.
18/05/2012,00:07:19,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
18/05/2012,00:07:13,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
18/05/2012,00:03:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-18,00:03:51 3159134 Seconds."
17/05/2012,23:52:43,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
17/05/2012,23:52:37,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
17/05/2012,23:52:27,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
17/05/2012,23:52:20,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
17/05/2012,23:09:32,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
17/05/2012,23:09:25,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
17/05/2012,23:03:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-17,23:03:50 3155543 Seconds."
17/05/2012,23:02:35,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
